opportunity_id,match_id,match_date,league,country,home_team,away_team,home_score,away_score,match_status,minute,red_cards_home,red_cards_away,season,round,rule_slug,rule_name,bet_type,opportunity_type,confidence_score,team_analyzed,outcome,home_team_rank,away_team_rank,home_confidence,away_confidence,home_consecutive_losses,away_consecutive_losses,home_consecutive_draws,away_consecutive_draws,home_consecutive_no_goals,away_consecutive_no_goals,created_at
155,913,2025-10-29 02:45,Serie A,Italy,Atalanta,AC Milan,1,1,finished,N/A,0,0,2025,9,consecutive_draws,Consecutive Draws Rule,win_or_lose,historical_analysis,0.6,Atalanta,lose,7,3,0.6,0.0,0,0,4,1,0,0,2025-10-29 00:11:28
154,871,2025-10-26 21:00,Premier League,England,Bournemouth,Nottingham,2,0,finished,N/A,0,0,2025,9,consecutive_losses,Consecutive Losses Rule,draw_or_win,historical_analysis,0.6000000000000001,Nottingham,lose,5,18,0.0,0.6000000000000001,0,3,1,0,0,3,2025-10-26 14:10:30
153,868,2025-10-26 02:00,Premier League,England,Brentford,Liverpool,3,2,finished,N/A,0,0,2025,9,top5_consecutive_losses,Top 5 Consecutive Losses Rule,draw_or_win,historical_analysis,0.7,Liverpool,lose,13,3,0.0,0.7,0,3,0,0,0,0,2025-10-25 19:03:23
152,868,2025-10-26 02:00,Premier League,England,Brentford,Liverpool,3,2,finished,N/A,0,0,2025,9,consecutive_losses,Consecutive Losses Rule,draw_or_win,historical_analysis,0.95,Liverpool,lose,13,3,0.0,0.95,0,3,0,0,0,0,2025-10-25 19:03:23
151,866,2025-10-25 21:00,Premier League,England,Newcastle,Fulham,2,1,finished,N/A,0,0,2025,9,consecutive_losses,Consecutive Losses Rule,draw_or_win,historical_analysis,0.5,Fulham,lose,14,15,0.0,0.5,1,3,0,0,0,1,2025-10-25 14:49:14
150,859,2025-10-25 21:00,FNL,Russia,Chernomorets Novorossijsk,Chelyabinsk,0,0,finished,46,0,1,2025,16,live_red_card,Live Match Red Card Rule,win,live_opportunity,0.6,Chernomorets Novorossijsk,lose,13,3,N/A,N/A,0,0,1,3,0,0,2025-10-25 14:49:14
149,802,2025-10-25 13:30,Bundesliga,Germany,B. Monchengladbach,Bayern Munich,0,3,finished,N/A,1,0,2025,8,live_red_card,Live Match Red Card Rule,win,live_opportunity,0.5,Bayern Munich,win,18,1,N/A,N/A,1,0,0,0,0,0,2025-10-25 14:49:14
148,817,2025-10-26 19:45,Ligue 1,France,Lyon,Strasbourg,2,1,finished,N/A,0,0,2025,9,top5_consecutive_losses,Top 5 Consecutive Losses Rule,draw_or_win,historical_analysis,0.7,Lyon,win,5,3,0.7,0.0,2,0,0,1,0,0,2025-10-25 00:53:04
147,808,2025-10-26 16:30,Bundesliga,Germany,Stuttgart,Mainz,2,1,finished,N/A,0,0,2025,8,consecutive_losses,Consecutive Losses Rule,draw_or_win,historical_analysis,0.5,Mainz,lose,3,16,0.0,0.5,0,3,0,0,0,0,2025-10-25 00:53:04
146,816,2025-10-26 16:15,Ligue 1,France,Rennes,Nice,1,2,finished,N/A,0,0,2025,9,consecutive_draws,Consecutive Draws Rule,win_or_lose,historical_analysis,0.5,Rennes,win,9,10,0.5,0.0,0,0,4,0,0,0,2025-10-25 00:53:04
145,807,2025-10-26 14:30,Bundesliga,Germany,Bayer Leverkusen,Freiburg,2,0,finished,N/A,0,0,2025,8,consecutive_draws,Consecutive Draws Rule,win_or_lose,historical_analysis,0.5,Freiburg,win,5,10,0.0,0.5,0,0,0,3,0,0,2025-10-25 00:53:04
144,831,2025-10-26 12:15,Premier League,Russia,Pari NN,Baltika,0,0,finished,N/A,0,0,2025,13,consecutive_losses,Consecutive Losses Rule,draw_or_win,historical_analysis,0.5,Pari NN,win,15,5,0.5,0.0,4,0,0,0,1,0,2025-10-25 00:53:04
143,849,2025-10-26 01:45,Serie A,Italy,Cremonese,Atalanta,1,1,finished,N/A,0,0,2025,8,consecutive_draws,Consecutive Draws Rule,win_or_lose,historical_analysis,0.6,Atalanta,lose,10,8,0.0,0.6,0,0,1,3,0,1,2025-10-25 00:53:04
142,859,2025-10-25 21:00,FNL,Russia,Chernomorets Novorossijsk,Chelyabinsk,0,0,finished,N/A,0,0,2025,16,consecutive_draws,Consecutive Draws Rule,win_or_lose,historical_analysis,0.7,Chelyabinsk,lose,13,3,0.0,0.7,0,0,1,3,0,0,2025-10-25 00:53:04
141,857,2025-10-25 18:00,FNL,Russia,Saratov,Ulyanovsk,1,0,finished,N/A,0,0,2025,16,consecutive_draws,Consecutive Draws Rule,win_or_lose,historical_analysis,0.5,Saratov,win,17,15,0.5,0.0,0,0,3,0,1,0,2025-10-25 00:53:03
140,804,2025-10-25 13:30,Bundesliga,Germany,Hamburger SV,Wolfsburg,0,1,finished,N/A,0,0,2025,8,consecutive_losses,Consecutive Losses Rule,draw_or_win,historical_analysis,0.5,Wolfsburg,win,11,15,0.0,0.5,1,4,0,0,0,1,2025-10-25 00:53:03
139,803,2025-10-25 13:30,Bundesliga,Germany,Eintracht Frankfurt,St. Pauli,2,0,finished,N/A,0,0,2025,8,consecutive_losses,Consecutive Losses Rule,draw_or_win,historical_analysis,0.55,St. Pauli,lose,7,14,0.0,0.55,0,4,1,0,0,2,2025-10-25 00:53:03
138,724,2025-10-19 21:15,LaLiga,Spain,Celta Vigo,Real Sociedad,1,1,finished,92,1,0,2025,9,live_red_card,Live Match Red Card Rule,win,live_opportunity,0.65,Real Sociedad,lose,17,20,N/A,N/A,0,2,1,0,0,1,2025-10-19 16:06:29
137,743,2025-10-19 20:00,Serie A,Italy,Genoa,Parma,0,0,finished,43,0,1,2025,7,live_red_card,Live Match Red Card Rule,win,live_opportunity,0.7,Genoa,lose,20,16,N/A,N/A,3,1,0,0,0,1,2025-10-19 13:45:43
136,796,2025-10-20 22:00,FNL,Russia,FK Chayka,Ural,0,1,finished,N/A,0,0,2025,15,top5_consecutive_losses,Top 5 Consecutive Losses Rule,draw_or_win,historical_analysis,0.7,Ural,win,16,4,0.0,0.7,0,2,0,0,0,0,2025-10-19 12:32:06
